,name,price,Гарантия ,Диагональ дисплея ,Разрешение дисплея ,Частота обновления ,Тип матрицы экрана ,Процессор ,Количество ядер процессора ,Серия процессора. ,Частота процессора ,Частота процессора (режим Turbo) ,Кэш-память ,Тип видеокарты ,Видеокарта ,Тип оперативной памяти ,Оперативная память ,Тип носителя данных ,Объем твердотельного накопителя SSD ,Типоразмер ,Интерфейс SSD ,Wi-Fi ,BlueTooth ,USB 3.0 ,Thunderbolt ,HDMI ,Аудио ,Разъемы ,Установленная ОС ,Сертификаты (звук) ,Встроенные динамики ,Замок Kensington ,Веб-камера ,Блок питания ,Цвет ,Линейка ,Вес ,Бренд,Покрытие экрана ,Чипсет ,Частота ,LAN ,USB 3.2 ,USB-Type-C / Thunderbolt (совмещенные) ,Звуковая система ,Встроенный микрофон ,Подсветка клавиатуры ,Прочее ,Привод ,USB-Type-C ,Макс. поддерживаемая память ,Сканер отпечатка пальца ,Аккумулятор ,Кол-во слотов памяти ,Язык раскладки клавиатуры ,Серия ,USB 2.0 ,Видеовыход ,Емкость аккумулятора ,Считыватель карт памяти ,Скорость вращения ,USB 3.1 ,Сенсорный экран ,Объем видеопамяти ,Время автономной работы ,Покрытие крышки дисплея ,Игровой ,Объем жесткого диска ,Стилус ,Размеры ,Емкость встроенной памяти eMMC ,Мобильная сеть ,Категория ,Express Card ,Компоновка памяти ,Внешний монитор ,Тип Wi-Fi ,ПО ,Материал и цвет palmrest ,Модель 
234,Ноутбук Lenovo IdeaPad 5 15IAL7 82SF001SRK,84261 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,2 x 2 Вт ,,Есть ,,Cloud Grey ,,1850 г ,Lenovo ,Антибликовое ,Intel® SoC Platform ,3200 MHz ,,2 ,,стереодинамики ,Встроенный массив микрофонов ,Есть ,"Ш х Г х В  35,7 х 23,3 х 17 ",Нет ,2 ,,Есть ,,,Русский ,,,,,Есть ,,,,,,,,,,,,,,,,,,,,
235,Ноутбук MSI Prestige A13VE-096RU 9S7-159452-096,175000 руб.,1 год ,16 дюйм ,2560х1600 ,165 Гц ,TFT IPS ,Intel Core i7 ,14 ,13700H ,2.4 ГГц ,5 ГГц ,24 Mb ,Дискретная ,Nvidia Geforce RTX 4050 ,LPDDR5 ,16 Gb ,SSD ,1000 ГБ ,,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,2 x 2 Вт ,,Есть ,,Серебристый ,,2100 г ,MSI ,,,4800 MHz ,,1 ,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,Ш х Г х В   358x258.55x16.85 ,Нет ,2 ,32 Gb ,Есть ,4-Cell ,2 ,,,,,,micro-SD ,,,,6 Gb ,,,,,,,,,,,,,,,,
236,Ноутбук HIPER EXPERTBOOK MTL1601 MTL1601A1235UDS,65350 руб.,1 год ,16.1 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,10 ,1235U ,,4.4 ГГц ,12 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,SATA ,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,2 x 1.0 Вт ,,Есть ,,Серебристый ,,,HIPER ,Матовое ,,2666 MHz ,,,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,"Ш х Г х В  369 х 235 х 22,5 ",Нет ,1 ,64 Gb ,,Li-Ion ,2 ,,,1 ,DisplayPort ,,"есть, поддержка microSD (XC) ",,,,,,,,,,,,,,,,,,,,
237,Ноутбук HP EliteBook 840 G9 6F6E2EA,149491 руб.,1 год ,14 дюйм ,1920х1200 ,,TFT IPS ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,,,Встроенная ,Intel Iris Xe Graphics ,DDR5 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,2 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,Серебристый ,,1360 г ,HP ,Матовое ,,4800 MHz ,,,,стереодинамики ,,Есть ,,,,,Есть ,3-Cell Li-Ion ,,Русский ,,2 ,,,,,,,,,,,,,,,,,,,,,,,
238,Ноутбук Machenike L15 L15-i512450H3050Ti4GF144LSM00R,73000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,8 ,12450H ,2 ГГц ,4.4 ГГц ,12 Mb ,Дискретная ,NVIDIA GeForce RTX 3050 Ti ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,Есть ,,,Серебристый ,,2700 г ,Machenike ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,,,Есть ,,Нет ,1 ,,,Li-Ion ,2 ,,,1 ,Mini DisplayPort ,,,,,,4 Gb ,,,Да ,,,,,,,,,,,,,
239,Ноутбук Dell Latitude 9420 9420-2446,162500 руб.,,14 дюйм ,1920х1200 ,,TFT IPS ,Intel Core i7 ,4 ,1185G7 ,3 ГГц ,4.8 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,LPDDR4X ,16 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,1 ,2 ,Есть ,,,Windows 10 Pro 64-bit ,,,,Есть ,,,,,Dell ,,,,,,,,,,,,,,Есть ,,,,,,,,microSD ,,,,,,,,,,,,,,,,,,,,
240,Ноутбук Lenovo ThinkBook 14 G4 IAP 21DH001ARU,98500 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,10 ,1235U ,0.9 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",Разъем для зарядки: USB-C Slim ,DOS / без ОС ,Dolby Audio ,2 x 2 Вт ,,,65 Вт ,Серый ,,1400 г ,Lenovo ,Антибликовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,Realtek ALC3287 ,,Есть ,,Нет ,1 ,,Есть ,,1 ,,,,,,SD MMC SDHC SDXC ,,,,,,,,,,,,,,,,,,,,
241,Ноутбук ASUS X513EA-BQ2370 90NB0SG4-M53110,44000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,,,no OS (без операционной системы) ,,,,Есть ,,,,1800 г ,ASUS ,,,3200 MHz ,,1 ,,Harman/Kardon ,,,,,1 ,,,Li-Ion ,,,,2 ,Mini DisplayPort ,,,,,,,,,,,,,,,,,,,,,,
242,Ноутбук Lenovo  Lenovo Yoga 6 13ALC7 82UD000ARU,106143 руб.,1 год ,13.3 дюйм ,1920x1020 ,,TFT IPS ,AMD Ryzen 5 ,6 ,5500U ,2.1 ГГц ,4 ГГц ,,Встроенная ,AMD Radeon Graphics ,LPDDR4X ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,2 x 2 Вт ,,Есть ,45 Вт ,,,1370 г ,Lenovo ,,,,,2 ,,,Встроенный аналоговый микрофон ,,,Нет ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Ноутбук Lenovo ThinkPad E15 21ED004XRT,88753 руб.,1 год ,15 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 5 ,6 ,5625U ,2.3 ГГц ,4.3 ГГц ,16 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,Есть ,Есть ,65 Вт ,Черный ,ThinkPad ,"1,78 кг ",Lenovo ,,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,1 ,,Встроенные динамики 2х2 Вт ,,Есть ,Размеры корпуса:	36.5 x 24 x 1.9 см ,,1 ,,Есть ,,1 ,,,1 ,DisplayPort ,5700 mAh ,,,,,,,,,,,,,,,,,,,,,
244,Ноутбук HP VICTUS 16-d1002nia 6A3S2EA,105670 руб.,1 год ,16.1 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,14 ,12700H ,2.3 ГГц ,,,Дискретная ,NVIDIA GeForce RTX 3050 ,DDR5 ,16 Gb ,SSD ,1000 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,,,,,Есть ,,Синий ,,2460 г ,HP ,,,4800 MHz ,Gigabit Ethernet 10/100/1000 ,3 ,,,,Есть ,,Нет ,1 ,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
245,"Ноутбук Irbis 15.6"" NB510",29100 руб.,,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,2 ,5005U ,2 ГГц ,,3 Mb ,Встроенная ,Intel HD Graphics 5500 ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Home 64-bit ,,,,Есть ,,Черный ,,1710 г ,Irbis ,,,,,,,,,,"Ш х Г х В  37,6  х 24,3  х 23 ",Нет ,,,,,,,,,,,,,2 ,,,,,,,,,,,,,,,,,,
246,Ноутбук HP VICTUS 16-e0102ur 53N22EA,108721 руб.,1 год ,16.1 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,AMD Ryzen 7 ,8 ,5800H ,3.2 ГГц ,4.4 ГГц ,16 Mb ,Дискретная ,NVIDIA GeForce RTX 3060 ,DDR4 ,16 Gb ,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Mica Silver ,,2460 г ,HP ,Антибликовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,3 ,,,,,"Ш х Г х В  37,0 х 26,0 х 24 ",Нет ,1 ,,,Li-Ion ,,Русский ,,,DisplayPort ,,"есть, поддержка SD/SDHC/SDXC ",,,,4 Gb ,,,,,,,,,,,,,,,,
247,Ноутбук Lenovo V15 G2 82KB00NHPB,85032 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT TN ,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,1 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,Есть ,Есть ,65 Вт ,,,1700 г ,Lenovo ,,объединен с процессором ,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,,,,"Размеры (Ш x Г x В), см 35,9 x 23,6 x 1,99
клавиатура русская
виндоус англтйский ",,1 ,,,Li-Pol ,,,,1 ,,3800 mAh ,,,,,,,,,,,,,,,,,,,,,
248,Ноутбук HIPER SLIM H1306O5165DM,74600 руб.,1 год ,13.3 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,SATA ,Есть ,Есть ,1 ,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,Есть ,Есть ,,Серый ,,1260 г ,HIPER ,Матовое ,,2666 MHz ,,,,Встроенные динамики 2х2 Вт ,,Есть ,"Угол раскрытия крышки ноутбука, °: 360
Ширина, см: 30,74
Высота, см: 1,62
Глубина, см: 20,84 ",,1 ,,,,,,,,DisplayPort ,,SD card (XC) ,,,,,,,,,,,,,,,,,,,,
249,Ноутбук ASUS K3500PA-KJ408 90NB0UU2-M008U0,76274 руб.,1 год / 1 год ,15.6 дюйм / 15.6 дюйм ,1920x1080 FHD / 1920x1080 FHD ,60 Гц / 60 Гц ,TFT IPS / TFT IPS ,Intel Core i7 / Intel Core i7 ,4 / 4 ,11370H / 11370H ,3 ГГц / 3 ГГц ,4.8 ГГц / 4.8 ГГц ,12 Mb / 12 Mb ,Встроенная / Встроенная ,Intel Iris Xe Graphics / Intel Iris Xe Graphics ,DDR4 / DDR4 ,16 Gb / 16 Gb ,SSD / SSD ,1024 ГБ / 1024 ГБ ,M.2 / M.2 ,PCI-E / PCI-E ,Есть / Есть ,Есть / Есть ,,,,,,DOS / без ОС / DOS / без ОС ,,,,Есть / Есть ,,Quiet Blue / Quiet Blue ,,1650 г / 1650 г ,ASUS ,Матовое / Матовое ,,3200 MHz / 3200 MHz ,,,,,,Есть / Есть ,"Ш х Г х В   36,0 х 23,5 х 19 / Ш х Г х В   36,0 х 23,5 х 19 ",Нет / Нет ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Ноутбук Lenovo ThinkPad T14s G3 21BR0044AU,149799 руб.,,14 дюйм ,1920х1200 ,,TFT IPS ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,LPDDR5 ,16 Gb ,SSD ,256 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,Dolby Audio ,2 x 2 Вт ,,Есть ,65 Вт ,Черный ,,1210 г ,Lenovo ,Антибликовое ,Intel SoC Platform ,4800 MHz ,,2 ,2 ,стереодинамики ,Встроенный массив микрофонов ,Есть ,Ш х Г х В  317.5 x 226.9 x 16.9 ,Нет ,,,Есть ,,,Английский ,,,,,,,,,,,,,,,,,,,,,,,,,
251,Ноутбук Lenovo Ноутбук LENOVO Legion 5 PRO 16IAH7H 82RF00LYRM,142590 руб.,,16 дюйм ,2560х1600 ,165 Гц ,TFT IPS ,Intel Core i5 ,12 ,12500H ,2.5 ГГц ,,,Дискретная ,NVIDIA GeForce RTX 3060 ,DDR5 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,2490 г ,Lenovo ,Матовое ,,4800 MHz ,Gigabit Ethernet 10/100/1000 ,4 ,,,Встроенный аналоговый микрофон ,Есть ,,Нет ,1 ,,,,2 ,,,,,,,,,,6 Gb ,,,,,,,,,,,,,,,,
252,Ноутбук Apple MacBook Air A2681 Z160000T4,157000 руб.,,13.6 дюйм ,2560x1664 ,,TFT IPS ,Apple M2 ,8 ,M2 ,,,,,,,16 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,,,"Разъем для наушников  ДА
Разъемов Thunderbolt 3  2 ",MAC OS ,,,,Есть ,,,,1240 г ,Apple ,Матовое ,,,,,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,"MacBook Air, 30W USB-C адаптер питания , кабель USB-C - MagSafe 3 (2 метра)
Тип вилки  Тип D (Английская с заземлением) ",Нет ,,,Есть ,Li-Pol ,,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
253,Ноутбук ASUS ROG Strix G15 G513IE-HN065 90NR0582-M002U0,95500 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,,AMD Ryzen 7 ,8 ,4800H ,2.9 ГГц ,,,Дискретная ,NVIDIA GeForce RTX 3050 Ti ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,3 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,,,Серый ,,2100 г ,ASUS ,Матовое ,,3200 MHz ,,,,стереодинамики ,,Есть ,,,1 ,32 Gb ,,4-Cell Li-Ion ,2 ,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
254,Ноутбук MSI Katana GF66 11UG-083RU 9S7-158112-083,124000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,8 ,11800H ,2.3 ГГц ,4.6 ГГц ,24 Mb ,Дискретная ,NVIDIA GeForce RTX 3070 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Home 64-bit ,,,,Есть ,,Черный ,,2250 г ,MSI ,Матовое ,,3200 MHz ,,2 ,,стереодинамики ,,Есть ,,,,,,,,,,1 ,,,,,,,8 Gb ,,,,,,,,,,,,,,,,
255,Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 82K1015CUS,70990 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,120 Гц ,TFT IPS ,Intel Core i5 ,4 ,11300H ,3.1 ГГц ,4.4 ГГц ,,Дискретная ,NVIDIA GeForce GTX 1650 ,DDR4 SODIMM ,8 Gb ,SSD ,256 ГБ ,M.2 ,PCI-E ,,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",Разъем питания-1 ,Windows 11 Home ,,2 x 2 Вт ,,Есть ,,Shadow Black ,,2250 г ,Lenovo ,Антибликовое ,Intel® SoC Platform ,3200 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,,Встроенный массив микрофонов ,Есть ,,Привода нет ,1 ,,,,2 ,Русский ,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
256,Ноутбук Dream Machines G1650-15KZ89,90820 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,WVA ,Intel Core i7 ,14 ,12700H ,2.3 ГГц ,,24 Mb ,Дискретная ,NVIDIA GeForce GTX 1650 ,DDR4 ,32 Gb ,SSD ,1024 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Черный ,,2200 г ,Dream Machines ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,,,Есть ,,Нет ,1 ,,,Li-Ion ,,,,1 ,Mini DisplayPort ,,,,3 ,,4 Gb ,,,Да ,,,,,,,,,,,,,
257,Ноутбук ASUS Vivobook Pro 14 K3400PH-KM120W 90NB0UX2-M02420,138460 руб.,1 год ,14 дюйм ,2880x1800 ,,OLED ,Intel Core i7 ,4 ,11370H ,3.3 ГГц ,4.8 ГГц ,,Дискретная ,NVIDIA GeForce GTX 1650 ,DDR4 ,16 Gb ,SSD ,1024 ГБ ,,,Есть ,Есть ,1 ,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,,,1400 г ,ASUS ,,,,,,,,Встроенный массив микрофонов ,,,Нет ,,,,,,,,2 ,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
258,Ноутбук ASUS X515JA-BQ4001 90NB0SR1-M02LD0,64356 руб.,1 год ,,,,TFT IPS ,Intel Core i7 ,4 ,1065G7 ,1.3 ГГц ,3.9 ГГц ,8 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,,,DOS / без ОС ,,,,Есть ,,Серый ,,1800 г ,ASUS ,Матовое ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Ноутбук Lenovo ThinkPad T14s 21BR00DRRT,203107 руб.,1 год ,14 дюйм ,1920х1200 ,,TFT IPS ,Intel Core i7 ,12 ,1260P ,2.1 ГГц ,4.7 ГГц ,18 Mb ,,Intel Iris Xe Graphics ,LPDDR5 ,16 Gb ,SSD ,1024 ГБ ,M.2 ,,,,2 ,,Есть ,,,DOS / без ОС ,,,,Есть ,,Черный ,ThinkPad ,1210 г ,Lenovo ,,объединен с процессором ,4800 MHz ,,,,,,,"Размеры (Ш x Г x В), см	317 x 227 x 16.9 ",,,,,Li-Pol ,,,,,,5700 mAh ,,,,,,,,,,,,,,,,,,,,,
260,Ноутбук ASUS Vivobook 90NB0TY1-M24160,34050 руб.,1 год ,15.6 дюйм ,1366x768 HD ,,TFT TN ,Intel Pentium Gold ,2 ,7505 ,2 ГГц ,3.5 ГГц ,4 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,4 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,1 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Серый ,,1800 г ,ASUS ,Матовое ,,,,,,,,,,,1 ,,,2-Cell Li-Ion ,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,
261,Ноутбук ASUS X515JA-BQ3485W 90NB0SR1-M01MN0,65911 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i7 ,4 ,1065G7 ,1.3 ГГц ,3.9 ГГц ,8 Mb ,Встроенная ,Intel Iris Plus Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,,,,,,,,Есть ,,Серый ,,1800 г ,ASUS ,Матовое ,,3200 MHz ,,,,стереодинамики ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Ноутбук MSI Thin GF63 12VE-237RU 9S7-16R821-237,106500 руб.,,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,10 ,12650H ,2.3 ГГц ,4.7 ГГц ,24 Mb ,Дискретная ,Nvidia Geforce RTX 4050 ,DDR5 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Черный ,,1860 г ,MSI ,,,,Gigabit Ethernet 10/100/1000 ,3 ,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,Ш х Г х В  359x254x21.7 ,Нет ,1 ,64 Gb ,,3-Cell Li-Pol ,2 ,,,,,,,,,,6 Gb ,,,,,,,,,,,,,,,,
263,Ноутбук Lenovo V15 82NB001CEU,42590 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i3 ,2 ,10110U ,2.1 ГГц ,,,Дискретная и встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,,,Серый ,,1850 г ,Lenovo ,Матовое ,,,,,,,,,,Привода нет ,,,,Li-Ion ,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
264,Ноутбук Lenovo ThinkPad L13 G2 20VJA2U4CD,100822 руб.,,13.3 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,2 ,есть ,Есть ,,,DOS / без ОС ,,,Есть ,,,Черный ,,1390 г ,Lenovo ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,,,,,Нет ,2 ,,,Li-Pol ,,Английский ,,,,,,,,,,,,,,,,,,,,,,,,,
265,Ноутбук Lenovo IdeaPad 5 Pro 14IAP7 82SH002YRK,100591 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Ноутбук Machenike S16 S16-i912900H30606GQ165HGMQDR2,127000 руб.,1 год ,16 дюйм ,2560х1600 ,165 Гц ,TFT IPS ,Intel Core i9 ,14 ,12900H ,2.5 ГГц ,,24 Mb ,Дискретная ,NVIDIA GeForce RTX 3060 ,DDR4 ,32 Gb ,SSD ,1000 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,Есть ,1.0 Мп ,,Черный ,,2150 г ,Machenike ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,1 ,,,,Есть ,,Нет ,1 ,,,Li-Pol ,2 ,,,1 ,Mini DisplayPort ,,microSD ,,,,6 Gb ,,,Да ,,,,,,,,,,,,,
267,Ноутбук Lenovo Yoga Slim 7 ProX 14ARH7 82TL003RRU,177585 руб.,1 год ,14.5 дюйм ,3072x1920 ,,TFT IPS ,AMD Ryzen 7 ,8 ,6800HS ,3.2 ГГц ,4.7 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3050 ,LPDDR5 ,32 Gb ,SSD ,1000 ГБ ,,,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ","1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (всегда включен)
2x USB-C® 3.2 Gen 2 (поддержка передачи данных, питания 3.0 и DisplayPort ™ 1.4) ",Windows 11 Home ,,,,Есть ,,Серый ,,1450 г ,Lenovo ,Глянцевое ,,,,,,стереодинамики ,,Есть ,,,,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
268,Ноутбук Dell Latitude 5430 P137G006 5430-5654,131400 руб.,2 года ,14 дюйм ,1920x1080 FHD ,,WVA ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,,2 ,Есть ,,RJ-45 Network Connector	1 ,Linux ,,,,Есть ,,Черный ,,1370 г ,Dell ,,,,Gigabit Ethernet 10/100/1000 ,,,,,Есть ,"Размеры (Ш x Г x В), см	32.2 x 21.2 x 1.9 ",,,,Есть ,4-Cell Li-Ion ,,,,,,,Да ,,2 ,,,,,,,,,,,,,8 Гб + 8 Гб (распаяно) ,,,,,
269,Ноутбук ASUS A516JA-BQ1918 90NB0SR1-M36230,51000 руб.,,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i7 ,4 ,1065G7 ,1.3 ГГц ,3.9 ГГц ,,Встроенная ,Intel Iris Plus Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,,,,ASUS ,,,,,,,,,,,,1 ,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,
