name,price,screen_size,display_resolution,cpu,proccessor_cores,set_of_cpu,cpu_frequency,gpu,ram,memory,operating_system,weight,brand
NERPA Nerpa Caspica I752-15AD325100G,94747,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1255U ,1.7,Intel Iris Xe Graphics ,32.0,SSD ,no OS (без операционной системы) ,1750.0,NERPA 
Lenovo IdeaPad  Gaming 3 16IAH7 82SA00DKRK,148375,16.0,1920х1200 ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
MSI Prestige 15 A12UC-222RU 9S7-16S822-222,93000,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,1240P ,3.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,Windows 11 Home ,1690.0,MSI 
HP Probook 450 G9 674N1AV#88221136,98220,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,3.5,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1740.0,HP 
ASUS UN5401QA-KN219 90NB0V31-M00AL0,106000,14.0,2880x1800 ,AMD Ryzen 7 ,8.0,5800H ,3.2,AMD Radeon Vega 8 ,16.0,SSD ,DOS / без ОС ,1400.0,ASUS 
Lenovo NB LN TB 20VE00UBRU,70400,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Pro ,1700.0,Lenovo 
HP Probook 440 G8 61G06AV,98544,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1700.0,HP 
"Machenike Machcreator-A 15.6"" MC-Y15i71165G7F60LSM00BLRU",72500,15.6,1920x1980 ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1600.0,Machenike 
HP 240 G8 1F3Q5EA,42989,14.0,1366x768 HD ,Intel Core i3 ,2.0,1005G1 ,1.2,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1470.0,HP 
ASUS ASUS TUF FA507RM-HQ056 90NR09C1-M002W0,135264,15.6,2560x1440 2k WQHD ,AMD Ryzen 7 ,8.0,6800H ,3.2,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,2200.0,ASUS 
HP EliteBook 830 G9 6T137EA,186935,13.3,1920х1200 ,Intel Core i7 ,10.0,1255U ,3.5,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1270.0,HP 
HP 255 G8 3V5K6EA,56856,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon HD Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
HIPER DZEN H1569O582DMP,56000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,HIPER 
Huawei MateBook B5-430 53012KFS,68000,14.0,2160x1440 ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1530.0,Huawei 
Acer SF314-511-39PG Swift NX.ACWER.008,52200,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Professional Multi Language 64 ,1200.0,Acer 
HP 240 G8 43W44EA,67780,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1470.0,HP 
Lenovo IdeaPad Gaming 3 16IAH7 82SA00CVRK,107890,16.0,1920х1200 ,Intel Core i7 ,10.0,12650H ,2.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,no OS (без операционной системы) ,2600.0,Lenovo 
Lenovo ThinkPad E15 Gen 4 21ED006URT,112928,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5825U ,2.0,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1780.0,Lenovo 
Lenovo IdeaPad 5 Pro 16ARH7 82SN004DRU,130590,16.0,2560х1600 ,AMD Ryzen 5 ,6.0,6600HS ,3.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,Windows 11 Home ,1900.0,Lenovo 
HP PROBOOK 450 G8 61W31AV,78550,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1740.0,HP 
Lenovo K14 Gen 1 21CSS1BE00,56338,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1500.0,Lenovo 
Lenovo Legion 5 15ARH7H 82RD000MRK,202718,15.6,2560x1440 2k WQHD ,AMD Ryzen 7 ,8.0,6800H ,3.2,NVIDIA GeForce RTX 3070 Ti ,32.0,SSD ,no OS (без операционной системы) ,2400.0,Lenovo 
ASUS B1500CEAE-EJ2565X 90NX0441-M00CA0,112546,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1730.0,ASUS 
Dell LATITUDE 5530 CC-DEL1155D724,121105,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Ubuntu ,1590.0,Dell 
Maibenben M547 M5471SA0LSRE0,42372,15.6,1920x1080 FHD ,AMD Ryzen 7 ,4.0,4700U ,2.0,Intel Iris Xe Graphics ,8.0,SSD ,Linux ,1705.2024914285716,Maibenben 
Acer Acer Aspire 3 NX.AD0ER.022,55500,17.3,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1705.2024914285716,Acer 
Durabook Z14I Basic Z4E1A2DAEBXX,354290,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,Durabook 
NERPA Caspica A352-15 A352-15BC082500K,53505,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5300U ,2.6,AMD Radeon Vega 6 ,8.0,SSD ,no OS (без операционной системы) ,1560.0,NERPA 
ASUS ROG Strix G15 G513IE-HN083 90NR0582-M004N0,95000,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,4800H ,2.9,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,no OS (без операционной системы) ,2100.0,ASUS 
Dell LATITUDE 5530 CC-DEL1155D721,140722,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1265U ,1.8,NVIDIA GeForce MX550 ,8.0,SSD ,Ubuntu ,1590.0,Dell 
ASUS VivoBook 15 A516EA-BQ1446 90NB0ST1-M012D0,43762,14.0,1920x1080 FHD ,Intel Core i3 ,4.0,1005G1 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1400.0,ASUS 
"HIPER WORKBOOK MTL1585W, черный MTL1585W1115DS",39800,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,HIPER 
Lenovo Thinkpad X1 Carbon Gen10 21CCSBF101,298890,14.0,1920х1200 ,Intel Core i7 ,4.0,1265U vPro ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Lenovo ThinkPad T14 Gen 2 20W000T9US,105791,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1530.0,Lenovo 
HP EliteBook 630 G9 6S7E0EA,79180,13.3,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1280.0,HP 
Lenovo ThinkPad Ultrabook X1 Carbon Gen 10 21CB0089RT,227575,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1120.0,Lenovo 
ASUS TUF Dash F15 FX517ZC-WS51 90NR09L3-M009Z0,84720,15.6,1920x1080 FHD ,Intel Core i5 ,8.0,12450H ,2.0,NVIDIA GeForce RTX 3050 ,8.0,SSD ,Windows 11 Home ,2000.0,ASUS 
Lenovo ThinkPad T14s G3 21BR0067AU,168600,14.0,1920х1200 ,Intel Core i7 ,8.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1210.0,Lenovo 
"Acer EX215-52 Extensa 15.6"" NX.EG8ER.002",36500,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
ASUS K3400PA-KP112W 90NB0UY3-M02070,70900,14.0,2560х1600 ,Intel Core i5 ,4.0,11300H ,3.1,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1400.0,ASUS 
ASUS TN3402QA-LZ177 90NB0WT1-M00860,81456,14.0,1920х1200 ,AMD Ryzen 5 ,6.0,5600H ,3.3,AMD Radeon R7 ,8.0,SSD ,DOS / без ОС ,1500.0,ASUS 
Acer Aspire 3 A315-57G-56C5 NX.HZRER.00U,49200,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,NVIDIA GeForce MX330 ,8.0,HDD ,no OS (без операционной системы) ,1900.0,Acer 
HP 15-dw1006ny 4C8L1EA,67430,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,10510U ,1.8,Intel UHD Graphics ,8.0,HDD ,DOS / без ОС ,1780.0,HP 
Apple MacBook Pro A2442 Z15G000PF,240000,14.2,3024х1964 ,Apple M1 ,8.0,M1 Pro ,2.4,Intel Iris Xe Graphics ,32.0,SSD ,MAC OS ,1610.0,Apple 
Dell LATITUDE 5420 XRR3R,110730,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,4.2,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,2000.0,Dell 
"Irbis 15.6"" NB292",22490,15.6,3200x1800 QHD+ ,Intel Celeron ,2.0,N4020 ,1.1,Intel UHD Graphics 600 ,4.0,SSD ,Windows 11 Home ,1700.0,Irbis 
HP 15s-eq2172nw 597A7EA,70861,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5300U ,2.6,AMD Radeon Graphics ,16.0,SSD ,Windows 11 Home ,1690.0,HP 
Dell Latitude 7430 210-BDSQ-Latitude 7430(i5/400nits/Linux),95218,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Linux ,1220.0,Dell 
HP 250 G8 27J99EA,53823,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
Dream Machines Clevo GS5AG0V RG3060-15EU51,112718,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3060 ,32.0,SSD ,DOS / без ОС ,2100.0,Dream Machines 
ASUS K513EA-L12044W 90NB0SG2-M47690,67300,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,ASUS 
Lenovo V15 G2 ITL 82KB00NKPB,79745,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro Eng Language ,1700.0,Lenovo 
F+ FLTP-5i FLTP-5i3-8256-W,34900,15.6,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1780.0,F+ 
MSI Raider GE66 12UGS-466RU 9S7-154414-466,188000,15.6,2560x1440 2k WQHD ,Intel Core i9 ,14.0,12900HK ,3.8,NVIDIA GeForce RTX 3070 Ti ,32.0,SSD ,Windows 11 Home ,2380.0,MSI 
HP 15s-fq5025nz 737U0EA,84590,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1650.0,HP 
HP ENVY X360 13-BF0135NW 715R2EA,110110,13.0,1920x1080 FHD ,Intel Core i5 ,10.0,1230U ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1705.2024914285716,HP 
ASUS X513EA-BQ2370W 90NB0SG4-M47810,53740,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,ASUS 
HP Pavilion 15-EH2025NW 715J6EA,56810,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1750.0,HP 
"ASUS Laptop 14 E410MA-BV1832W Intel Pentium N5030/4Gb/128Gb M.2 SSD/14""HD TN 220nits /Intel UHD Graphics 605/Numpad/WiFi /BT/Cam/Windows 11 Home/1.3 kg/STAR BLACK/RU_EN_Keyboard 90NB0Q15-M006H0*",26334,14.0,1366x768 HD ,Intel Pentium Silver ,4.0,N5030 ,1.1,Intel HD Graphics 605 ,4.0,SSD ,Windows 11 Home ,1300.0,ASUS 
HP ZBook Fury G8 4F8L3EA,451600,15.6,3840x2160 4k UHD ,Intel Core i9 ,8.0,11950H ,2.6,NVIDIA RTX A3000 ,32.0,SSD ,Windows 10 Pro 64-bit ,2000.0,HP 
Lenovo IdeaPad 3 17IAU7 82RL001LRK,59990,17.3,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,2040.0,Lenovo 
Dell Vostro 3510 3510-1185,58800,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.4,NVIDIA GeForce MX350 ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Dell 
ASUS Vivobook 15 X515EA-EJ1413 90NB0TY1-M00KU0,30900,15.6,1920x1080 FHD ,Intel Pentium Gold ,2.0,7505 ,2.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
Lenovo ThinkBook 15 G2 ITL 20VE003QRU,98320,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Lenovo Yoga 9 14IAP7 82LU004LRU,180990,14.0,2880x1800 ,Intel Core i5 ,12.0,1240P ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1400.0,Lenovo 
Apple 16-inch MacBook Pro MK193LL/A,250000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,2150.0,Apple 
HP 240 G8 43W62EA,73410,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1705.2024914285716,HP 
Rikor ME-1554.2 ME-1554,54000,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5425U ,2.7,AMD Radeon Vega 6 ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Rikor 
Hasee S7T-DA5NP (04HAS7TDA5NP),67708,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,12500H ,3.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,2200.0,Hasee 
HIPER WORKBOOK N1567RH TY410AXH,36500,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,10110U ,2.1,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1600.0,HIPER 
Acer SFX14-41G-R5US Swift NX.AC2ER.001,71500,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,NVIDIA GeForce GTX 1650 ,8.0,SSD ,Windows 10 Home 64-bit ,1500.0,Acer 
Acer Extensa 15 EX215-52-368N NX.EG8ER.01C,39500,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1005G1 ,1.2,Intel UHD Graphics ,4.0,HDD ,Windows 10 Home 64-bit ,1900.0,Acer 
HP 15s-eq2002nia 48M36EA,62750,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1690.0,HP 
CHUWI CoreBook XPro CWI530-508E2E1HRMXX,38709,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,CHUWI 
Dream Machines RG3050-15KZ37,89077,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,no OS (без операционной системы) ,2200.0,Dream Machines 
HP ProBook 450 G8 45M99ES,82597,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,HP 
"Lenovo ThinkBook 14 G4 IAP 14"" 21DH00GERU",94790,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
ASUS A516EA-BQ1909W 90NB0TY1-M00U40,34180,15.6,1920x1080 FHD ,Intel Pentium Gold ,2.0,7505 ,2.4,Intel UHD Graphics ,4.0,SSD ,Windows 11 Home ,1705.2024914285716,ASUS 
Dell Latitude 5520 09RP6,99844,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1700.0,Dell 
